ID,A_LabID,SiteID,StateID,Longitude,Latitude,Landcover,Tota_C,Organic_C,BD,Clay,Sand,pH
1661,C-338787,4697,ND,-98.4553,47.1102,Planted/Cultivated,2.84,2.70,1305.13,22.97,42.28,75.83
1662,C-319529,4699,CO,-105.9198,40.7977,Forested Upland,1.77,1.77,1374.56,11.71,67.16,60.10
1663,C-357373,4700,TX,-96.4595,30.3978,Planted/Cultivated,0.63,0.63,1417.20,18.18,57.16,59.45
1664,C-355941,4703,CA,-121.5093,39.3164,Herbaceous Upland,2.24,1.90,1468.78,19.97,33.59,62.49
1665,C-328304,4704,SC,-80.8124,32.9348,Planted/Cultivated,0.91,0.91,1519.06,13.97,72.05,50.25
1666,C-348519,4712,IA,-91.4252,42.4206,Planted/Cultivated,2.41,1.80,1421.36,27.93,17.00,58.00
1667,C-299982,4713,MA,-72.236,42.2245,Forested Upland,36.40,36.40,1269.66,5.50,66.50,50.00
1668,C-364524,4715,TX,-102.2376,36.3957,Herbaceous Upland,1.17,1.17,1405.05,29.91,38.13,77.00
1669,C-352636,4716,TN,-85.7067,35.3772,Forested Upland,19.60,19.60,1391.27,26.03,31.99,45.56
1670,C-335466,4718,MT,-108.9883,48.6068,Herbaceous Upland,1.34,1.34,1399.73,33.10,30.73,77.00
1671,C-320381,4719,NV,-116.9417,38.4924,Shrubland,0.18,0.18,1324.01,17.28,46.84,79.85
1672,C-338300,4725,MN,-92.9411,47.3334,Forested Upland,4.87,4.87,1464.58,7.87,63.41,53.50
1673,C-337079,4728,OK,-99.2296,34.7338,Planted/Cultivated,0.39,0.39,1548.65,35.85,22.79,73.72
1674,C-299995,4729,ME,-68.3067,46.6994,Planted/Cultivated,5.89,5.89,1213.66,16.00,34.37,55.33
1675,C-334812,4731,ID,-111.7002,42.3624,Herbaceous Upland,1.53,1.53,1242.97,39.43,12.32,78.10
1676,C-349963,4732,OH,-80.7707,40.6827,Forested Upland,2.68,2.68,1429.47,28.42,17.75,54.94
1677,C-338702,4734,SD,-100.3623,45.4008,Planted/Cultivated,2.72,2.72,1346.23,30.98,29.09,72.16
1678,C-359116,4735,TX,-101.0285,34.4465,Herbaceous Upland,1.81,0.80,1487.69,29.92,44.58,77.16
1679,C-359117,4740,TX,-103.0023,30.3962,Shrubland,0.47,0.47,1274.21,26.89,50.54,78.00
1680,C-311327,4744,MO,-93.3181,38.2951,Planted/Cultivated,1.69,1.69,1433.74,27.11,18.06,60.61
1681,C-338665,4747,SD,-102.196,43.7952,Herbaceous Upland,2.11,2.11,1315.91,34.43,9.49,81.00
1682,C-312474,4748,AR,-94.4383,34.2814,Herbaceous Upland,5.33,5.33,1467.96,29.87,33.51,54.87
1683,C-354199,4750,WA,-118.3403,46.8409,Planted/Cultivated,0.64,0.64,1276.40,9.28,23.44,73.18
1684,C-334813,4751,ID,-113.3507,43.6248,Shrubland,0.67,0.67,1293.90,28.71,33.56,82.54
1685,C-329047,4752,AL,-87.5339,33.491,Planted/Cultivated,1.60,1.60,1422.91,22.99,38.29,52.37
1686,C-324003,4756,NM,-105.9688,33.0892,Shrubland,2.19,1.10,1299.20,25.57,42.68,79.55
1687,C-309932,4760,KS,-96.1589,37.988,Planted/Cultivated,2.41,2.41,1329.06,44.43,10.30,66.27
1688,C-338301,4761,MN,-95.3158,45.2482,Planted/Cultivated,9.55,6.70,1253.28,28.53,25.29,70.00
1689,C-319546,4763,CO,-107.6514,38.6469,Shrubland,1.64,1.64,1319.55,30.00,36.86,75.00
1690,C-350910,4764,NC,-78.0676,36.1868,Forested Upland,27.20,27.20,1353.50,29.02,37.01,51.38
1691,C-355942,4767,CA,-120.1914,40.3777,Shrubland,1.36,1.30,1274.39,32.29,35.29,75.36
1692,C-328152,4768,GA,-83.212,31.5555,Developed,0.62,0.62,1526.45,13.84,73.24,51.00
1693,C-300391,4769,NY,-74.7996,43.3958,Forested Upland,16.00,16.00,1137.91,3.00,63.76,46.86
1694,C-348655,4776,IL,-88.9453,40.2257,Planted/Cultivated,2.45,2.45,1372.74,30.87,4.99,60.00
1695,C-319617,4779,CO,-102.4668,37.9559,Herbaceous Upland,2.99,2.99,1313.75,35.27,17.15,79.15
1696,C-350397,4780,KY,-82.6477,37.9326,Forested Upland,3.99,3.99,1338.45,20.04,34.30,54.83
1697,C-335467,4782,MT,-112.3479,48.1735,Herbaceous Upland,8.60,0.10,1318.32,27.88,39.01,74.85
1698,C-351829,4783,AZ,-112.3534,35.0001,Shrubland,1.26,1.26,1297.52,36.76,21.16,77.00
1699,C-351830,4791,AZ,-111.3122,33.9148,Shrubland,0.28,0.20,1416.92,23.42,34.48,70.00
1700,C-357374,4792,TX,-99.995,33.1029,Planted/Cultivated,0.99,0.70,1475.08,31.17,28.12,77.37
1701,C-354200,4794,WA,-122.9088,46.915,Planted/Cultivated,3.58,3.58,1160.58,20.24,59.17,55.00
1702,C-318600,4795,WY,-108.832,42.5606,Herbaceous Upland,5.24,5.24,1283.82,11.32,61.97,60.71
1703,C-341239,4796,PA,-77.0769,40.0618,Forested Upland,3.04,3.04,1398.72,25.71,21.84,59.90
1704,C-337983,4798,MT,-106.2675,45.3146,Shrubland,3.23,2.60,1339.95,33.06,23.94,73.94
1705,C-357375,4804,TX,-100.6921,29.8342,Planted/Cultivated,5.88,3.40,1296.99,34.16,34.89,75.10
1706,C-338717,4808,SD,-99.3378,44.0012,Herbaceous Upland,1.78,1.60,1263.43,35.41,26.54,74.31
1707,C-338673,4811,SD,-103.5509,43.5065,Herbaceous Upland,1.87,1.87,1316.97,16.90,45.90,70.92
1708,C-314184,4812,MS,-90.7335,32.367,Developed,1.30,1.30,1448.22,24.94,29.31,56.81
1709,C-334815,4814,ID,-115.6804,44.656,Forested Upland,1.04,1.04,1131.86,13.71,44.25,62.00
1710,C-355943,4815,CA,-119.6346,37.1111,Herbaceous Upland,0.40,0.40,1514.67,15.00,54.60,60.04
1711,C-329083,4816,AL,-86.1011,32.8294,Developed,1.19,1.19,1374.69,28.89,43.48,50.40
1712,C-351832,4820,AZ,-110.845,33.331,Shrubland,3.92,3.92,1321.19,27.01,55.00,66.00
1713,C-310138,4824,KS,-98.7733,38.7239,Herbaceous Upland,1.41,1.41,1399.88,34.80,12.21,70.96
1714,C-338302,4825,MN,-96.3646,48.2079,Planted/Cultivated,1.97,1.80,1372.56,8.87,83.06,74.04
1715,C-351833,4827,AZ,-110.9392,35.0903,Shrubland,2.45,0.70,1364.79,19.00,62.01,83.42
1716,C-350667,4828,VA,-79.7274,37.2667,Forested Upland,5.31,5.31,1378.77,32.82,27.64,53.76
1717,C-335468,4830,MT,-114.8707,48.8271,Forested Upland,3.59,3.59,1233.76,9.99,35.99,61.00
1718,C-320355,4831,NV,-114.4839,37.5298,Shrubland,1.54,1.54,1394.39,21.58,49.79,75.71
1719,C-326065,4832,FL,-80.4906,27.6613,Planted/Cultivated,2.60,1.60,1344.43,4.21,58.11,64.71
1720,C-348523,4840,IA,-92.4524,42.1068,Planted/Cultivated,1.97,1.97,1390.89,24.00,13.08,60.00
1721,C-323842,4843,NM,-104.5878,36.5566,Shrubland,1.52,1.52,1373.48,36.78,34.00,79.05
1722,C-351233,4844,IN,-85.8979,38.374,Planted/Cultivated,1.19,1.19,1442.60,28.48,6.93,56.12
1723,C-335469,4846,MT,-110.6906,45.5265,Herbaceous Upland,1.68,1.68,1315.14,19.08,46.87,69.08
1724,C-359119,4847,TX,-104.2045,30.9308,Herbaceous Upland,2.44,2.44,1263.37,25.99,38.26,76.00
1725,C-320884,4852,MD,-75.7937,38.1328,Planted/Cultivated,2.37,1.90,1428.37,14.72,40.17,50.67
1726,C-343208,4855,CA,-115.646,33.376,Barren,2.15,0.20,1339.32,22.46,45.01,80.59
1727,C-326403,4856,OK,-95.8996,34.5132,Forested Upland,1.75,1.75,1417.94,24.90,35.10,60.04
1728,C-353239,4858,OR,-121.2404,44.6795,Forested Upland,1.36,1.36,1243.17,13.88,53.26,73.12
1729,C-313302,4859,UT,-113.7157,40.1003,Shrubland,1.57,0.60,1364.46,11.48,70.48,84.53
1730,C-349964,4860,OH,-82.6531,39.1709,Planted/Cultivated,4.01,4.01,1427.17,29.00,11.14,56.81
1731,C-312480,4872,AR,-92.4789,36.3082,Herbaceous Upland,2.16,2.16,1394.07,23.35,19.68,52.98
1732,C-337063,4876,MS,-89.1708,33.0008,Forested Upland,2.10,2.10,1460.64,27.20,39.76,53.49
1733,C-353240,4878,OR,-116.8973,45.4091,Herbaceous Upland,2.34,2.34,1159.15,24.05,22.31,66.53
1734,C-348449,4879,OR,-118.8955,42.9068,Shrubland,0.61,0.61,1203.61,26.94,28.06,76.81
1735,C-351234,4880,IN,-84.9589,39.9782,Planted/Cultivated,2.85,2.80,1514.91,28.32,24.42,60.03
1736,C-343344,4888,IA,-95.2893,41.2588,Planted/Cultivated,1.92,1.92,1320.27,32.60,5.44,64.23
1737,C-323350,4889,SD,-98.9296,45.0116,Planted/Cultivated,1.60,1.60,1360.32,22.62,33.04,72.91
1738,C-322888,4891,NE,-101.6939,41.6369,Herbaceous Upland,0.97,0.97,1415.37,5.00,90.09,77.48
1739,C-357376,4892,TX,-99.4263,27.7951,Herbaceous Upland,1.47,1.30,1336.89,40.70,25.23,77.90
1740,C-354201,4894,WA,-121.9147,47.9807,Developed,8.16,8.16,900.15,7.00,56.85,51.05
1741,C-355944,4895,CA,-122.1447,37.2045,Forested Upland,1.84,1.84,1137.53,17.25,48.29,60.72
1742,C-314185,4896,MS,-88.6804,30.6457,Planted/Cultivated,1.10,1.10,1505.36,18.30,51.66,50.28
1743,C-326445,4904,OK,-95.5934,35.9448,Planted/Cultivated,0.84,0.84,1433.78,21.89,21.00,57.00
1744,C-300439,4905,VT,-72.8323,44.0256,Forested Upland,3.67,3.67,928.05,2.32,66.03,49.65
1745,C-325758,4907,NM,-105.7712,36.5568,Shrubland,2.24,1.20,1414.97,30.36,30.83,81.00
1746,C-328305,4908,SC,-81.0602,34.4003,Forested Upland,0.89,0.89,1559.70,26.96,47.57,50.78
1747,C-335471,4910,MT,-109.7554,45.3874,Forested Upland,7.35,7.35,1271.42,18.39,46.00,63.21
1748,C-320472,4911,NV,-116.4228,36.4474,Shrubland,1.19,0.50,1379.75,19.25,54.26,83.46
1749,C-355118,4917,WI,-91.5797,46.3116,Forested Upland,2.58,2.58,1374.58,9.91,73.84,54.66
1750,C-314092,4920,LA,-93.1168,30.2949,Planted/Cultivated,1.80,1.80,1507.14,32.74,15.58,51.40
1751,C-313402,4923,UT,-111.9783,41.9538,Planted/Cultivated,1.36,1.30,1270.32,31.08,16.09,79.00
1752,C-300406,4924,NY,-77.7549,42.4486,Planted/Cultivated,2.87,2.87,1451.83,21.02,21.17,59.76
1753,C-335472,4926,MT,-105.0388,47.5359,Herbaceous Upland,2.96,1.40,1343.55,26.73,23.30,77.08
1754,C-359120,4927,TX,-101.5998,31.4813,Planted/Cultivated,2.24,1.00,1461.16,27.43,38.65,77.35
1755,C-354801,4929,MI,-85.6956,46.2926,Forested Upland,2.30,2.30,1493.60,2.00,81.71,51.80
1756,C-312494,4936,AR,-90.6424,35.7335,Planted/Cultivated,1.51,1.51,1448.35,19.86,11.14,59.64
1757,C-357378,4940,TX,-94.0684,30.838,Forested Upland,1.31,1.31,1527.14,14.52,57.86,51.94
1758,C-335473,4942,MT,-114.904,47.6358,Forested Upland,7.05,7.05,1083.46,5.46,34.10,61.85
1759,C-320356,4943,NV,-116.8742,39.5066,Shrubland,0.91,0.91,1231.33,13.68,49.38,81.52
1760,C-354802,4944,MI,-85.9788,42.7676,Planted/Cultivated,1.26,1.26,1431.95,6.92,81.91,58.29
1761,C-301012,4952,NE,-98.5008,41.4494,Herbaceous Upland,1.77,1.70,1305.70,27.79,10.49,66.05
1762,C-338303,4953,MN,-96.9098,48.479,Planted/Cultivated,2.67,1.70,1254.81,55.33,4.00,78.90
1763,C-313317,4955,UT,-111.6932,38.8096,Forested Upland,3.43,3.43,1253.42,25.35,31.52,65.97
1764,C-357379,4956,TX,-95.1531,29.9064,Planted/Cultivated,1.32,1.20,1513.57,12.70,47.26,52.33
1765,C-355945,4959,CA,-122.9721,39.6784,Herbaceous Upland,1.45,1.45,1165.39,20.26,45.48,55.89
1766,C-328206,4960,GA,-82.9533,33.572,Developed,1.24,1.24,1462.95,28.48,48.17,52.24
1767,C-300386,4961,NY,-78.495,43.3026,Planted/Cultivated,4.11,4.11,1478.58,8.84,72.50,56.65
1768,C-348989,4968,IA,-92.6138,43.4956,Planted/Cultivated,3.02,2.00,1360.92,27.09,19.43,56.00
1769,C-299974,4969,MA,-71.514,42.668,Planted/Cultivated,3.02,3.02,1267.87,3.26,77.29,52.70
1770,C-310045,4971,KS,-100.7256,37.2695,Planted/Cultivated,1.46,1.46,1454.45,24.46,35.61,74.20
1771,C-353756,4972,TN,-84.2125,36.4611,Forested Upland,37.00,37.00,1269.49,20.30,40.20,50.40
1772,C-335474,4974,MT,-110.3045,47.786,Herbaceous Upland,1.58,1.50,1399.16,40.00,26.00,74.00
1773,C-320371,4975,NV,-116.5074,37.2218,Shrubland,0.45,0.40,1373.66,23.96,51.63,80.01
1774,C-357380,4984,TX,-98.1401,33.5553,Planted/Cultivated,0.81,0.81,1440.11,35.00,32.61,70.95
1775,C-318467,4987,WY,-110.0167,43.7353,Herbaceous Upland,3.71,3.71,1229.21,20.63,46.96,57.09
1776,C-341240,4988,PA,-79.5235,40.1427,Planted/Cultivated,2.53,2.53,1382.74,34.05,17.42,56.00
1777,C-338711,4990,SD,-102.2784,45.2257,Planted/Cultivated,0.88,0.88,1383.78,30.93,43.16,77.06
1778,C-342917,4991,TX,-101.5234,35.1,Herbaceous Upland,1.21,1.21,1453.43,38.03,21.45,75.00
1779,C-311295,5000,MO,-93.3439,40.0258,Planted/Cultivated,1.47,1.47,1436.38,37.70,17.66,58.00
1780,C-340777,5003,SD,-100.8467,43.0492,Planted/Cultivated,0.95,0.95,1389.78,17.22,57.56,69.17
1781,C-312425,5004,AR,-93.4069,35.085,Developed,0.70,0.70,1422.06,29.22,12.41,54.63
1782,C-335475,5006,MT,-114.1916,45.8534,Forested Upland,0.94,0.94,1250.77,15.41,51.41,63.00
1783,C-355946,5007,CA,-120.385,38.182,Herbaceous Upland,3.28,3.28,1237.37,29.54,37.00,58.66
1784,C-329037,5008,AL,-87.9365,34.3422,Developed,0.76,0.76,1424.13,25.05,20.04,51.99
1785,C-326071,5012,NM,-107.3131,34.0204,Shrubland,1.56,1.50,1317.55,19.56,57.72,78.11
1786,C-310107,5016,KS,-95.5494,38.665,Herbaceous Upland,1.80,1.80,1363.32,40.11,11.91,64.00
1787,C-338304,5017,MN,-93.9235,45.8845,Planted/Cultivated,1.94,1.94,1566.00,9.51,55.00,55.00
1788,C-319651,5019,CO,-108.8764,39.2142,Shrubland,1.07,1.07,1399.16,24.09,44.94,80.42
1789,C-350668,5020,VA,-77.0159,37.1016,Herbaceous Upland,0.73,0.73,1475.32,19.84,54.03,50.83
1790,C-353241,5023,OR,-120.9927,42.4664,Forested Upland,1.04,1.04,1186.69,27.47,42.07,68.00
1791,C-328006,5024,GA,-81.8595,31.1302,Developed,4.69,4.69,1409.64,10.34,70.79,48.91
1792,C-348678,5032,IL,-89.235,41.7693,Planted/Cultivated,2.24,1.80,1421.58,24.90,11.74,59.08
1793,C-319666,5035,CO,-105.9231,39.2772,Shrubland,3.03,3.03,1159.29,28.92,36.27,72.26
1794,C-350398,5036,KY,-83.5046,37.1676,Forested Upland,36.60,36.60,1358.41,19.85,32.92,53.11
1795,C-335476,5038,MT,-113.5924,47.4243,Forested Upland,1.32,1.32,1238.19,9.60,40.19,58.60
1796,C-343391,5039,AZ,-112.2219,36.5298,Forested Upland,1.77,1.77,1261.58,23.90,37.74,61.03
1797,C-351834,5047,AZ,-112.6576,32.4347,Shrubland,0.52,0.30,1303.83,25.00,52.90,83.00
1798,C-357381,5048,TX,-98.0082,32.6805,Planted/Cultivated,1.37,1.37,1470.64,30.88,42.40,67.32
1799,C-318578,5051,WY,-108.6902,41.4516,Shrubland,1.23,0.20,1323.84,44.42,29.20,80.06
1800,C-364461,5052,PA,-77.6669,41.3062,Forested Upland,9.52,9.52,1376.02,17.62,44.24,50.81
1801,C-337984,5054,MT,-104.4276,46.9774,Herbaceous Upland,1.56,1.00,1341.73,33.75,12.75,79.56
1802,C-338305,5064,MN,-93.6019,44.3742,Planted/Cultivated,1.12,1.12,1202.77,28.83,31.82,59.10
1803,C-318524,5067,WY,-106.2703,43.8068,Herbaceous Upland,1.20,1.20,1478.81,26.83,31.48,80.00
1804,C-357382,5068,TX,-99.1511,29.8807,Planted/Cultivated,4.95,3.00,1392.29,36.83,27.80,69.92
1805,C-355947,5071,CA,-118.964,34.152,Herbaceous Upland,0.92,0.92,1321.72,43.09,21.98,69.00
1806,C-328214,5072,GA,-83.9318,32.8572,Forested Upland,3.02,3.02,1462.71,33.80,52.20,54.23
1807,C-309930,5080,KS,-98.1137,37.0645,Planted/Cultivated,1.31,1.31,1477.14,17.78,33.58,66.97
1808,C-339055,5083,AZ,-110.4363,36.5103,Shrubland,0.83,0.60,1273.18,31.33,38.01,81.33
1809,C-352043,5084,NC,-78.3224,35.0514,Developed,2.11,2.11,1513.40,19.92,48.06,49.03
1810,C-313258,5087,UT,-113.7655,39.0379,Shrubland,4.57,0.70,1367.29,25.07,36.96,84.10
1811,C-328706,5088,FL,-81.2376,28.5112,Developed,0.92,0.70,1417.67,2.02,81.17,56.63
1812,C-348680,5096,IL,-89.6503,42.241,Planted/Cultivated,2.40,2.30,1376.24,25.00,14.29,59.00
1813,C-325752,5099,NM,-103.9027,36.1018,Herbaceous Upland,0.98,0.98,1389.56,39.00,21.23,77.00
1814,C-352637,5100,TN,-86.464,35.3139,Forested Upland,3.33,3.33,1414.19,26.79,18.87,54.00
1815,C-340207,5102,ND,-100.7553,48.6671,Planted/Cultivated,2.40,2.40,1359.40,20.38,45.26,75.75
1816,C-326187,5103,NM,-105.3096,35.3536,Herbaceous Upland,0.67,0.67,1334.63,24.11,48.67,78.75
1817,C-348815,5108,IL,-88.752,38.7209,Forested Upland,1.23,1.23,1446.49,24.37,15.11,56.37
1818,C-343203,5111,CA,-116.6547,32.8682,Shrubland,0.63,0.63,1393.65,21.63,57.13,66.68
1819,C-357383,5112,TX,-95.7364,32.3441,Planted/Cultivated,0.41,0.41,1473.96,20.62,49.68,56.38
1820,C-353243,5114,OR,-120.8442,43.6455,Forested Upland,0.71,0.71,1004.85,19.62,50.04,66.57
1821,C-313270,5115,UT,-113.4989,40.7251,Barren,5.37,5.37,1332.23,38.82,25.39,87.00
1822,C-349965,5116,OH,-84.6727,40.1366,Developed,7.53,7.53,1473.22,41.65,17.48,64.02
1823,C-311148,5128,MO,-90.2285,37.6597,Forested Upland,2.22,2.22,1390.56,20.50,22.26,53.74
1824,C-357384,5132,TX,-97.2923,31.5858,Planted/Cultivated,5.69,1.10,1442.49,38.42,32.15,67.73
1825,C-353275,5134,OR,-122.8487,44.2304,Forested Upland,3.81,3.81,963.34,31.12,24.69,55.00
1826,C-320388,5135,NV,-115.0198,40.4672,Shrubland,5.26,1.30,1236.07,35.49,15.87,82.00
1827,C-349966,5136,OH,-84.0226,41.0858,Planted/Cultivated,1.82,1.40,1478.24,45.79,15.26,63.84
1828,C-348973,5144,IA,-94.227,43.1286,Planted/Cultivated,3.15,2.90,1395.51,23.21,35.42,66.26
1829,C-306800,5147,NE,-102.0112,40.7239,Planted/Cultivated,1.17,1.17,1313.10,30.00,26.50,72.00
1830,C-357385,5148,TX,-97.3896,30.338,Herbaceous Upland,1.73,1.73,1473.65,41.89,26.81,69.86
1831,C-355948,5151,CA,-118.477,35.969,Shrubland,0.63,0.63,1479.28,9.22,72.67,68.22
1832,C-326181,5152,FL,-84.9667,30.3676,Forested Upland,0.46,0.40,1452.31,5.46,72.02,48.33
1833,C-326393,5160,OK,-98.908,36.2302,Planted/Cultivated,0.43,0.43,1544.77,8.68,53.24,67.55
1834,C-313274,5163,UT,-109.5643,37.2909,Shrubland,0.69,0.40,1434.12,12.97,66.98,82.95
1835,C-352044,5164,NC,-79.7536,35.0088,Forested Upland,23.90,23.90,1604.89,17.93,52.53,51.99
1836,C-313085,5167,UT,-112.4188,39.2891,Herbaceous Upland,1.53,0.70,1323.64,29.10,22.77,84.68
1837,C-338264,5173,MN,-92.7551,46.6011,Forested Upland,2.95,2.95,1472.34,8.55,49.07,53.00
1838,C-355119,5176,WI,-88.5546,44.007,Planted/Cultivated,4.46,3.70,1352.56,53.64,9.19,66.45
1839,C-319709,5179,CO,-103.1937,37.2108,Herbaceous Upland,1.07,1.07,1283.62,23.64,42.49,79.00
1840,C-350399,5180,KY,-88.283,36.5945,Developed,4.41,4.41,1448.91,18.23,4.93,51.92
1841,C-340125,5182,ND,-103.0404,47.7735,Herbaceous Upland,4.42,4.42,1327.33,22.02,37.70,73.00
1842,C-325707,5183,NM,-103.1258,34.9084,Herbaceous Upland,0.98,0.98,1427.01,31.80,36.23,77.80
1843,C-311300,5192,MO,-91.7488,37.1026,Planted/Cultivated,1.70,1.70,1398.50,20.28,19.28,54.84
1844,C-351581,5195,AZ,-112.7736,31.977,Shrubland,0.57,0.50,1339.29,35.00,38.78,81.00
1845,C-337051,5196,MS,-90.9433,33.7186,Planted/Cultivated,1.59,1.59,1404.24,28.75,13.76,59.60
1846,C-353276,5198,OR,-118.4403,44.9454,Forested Upland,1.91,1.91,1142.35,13.74,38.58,60.03
1847,C-334816,5199,ID,-116.6552,43.3078,Shrubland,0.50,0.50,1421.95,12.21,54.11,82.59
1848,C-351235,5200,IN,-87.3287,41.3535,Planted/Cultivated,1.62,1.62,1510.28,20.05,42.90,61.93
1849,C-351835,5204,AZ,-109.3575,31.8648,Forested Upland,4.86,4.70,1283.86,35.08,32.45,63.54
1850,C-343335,5208,IA,-94.1312,41.4373,Planted/Cultivated,2.16,2.16,1381.44,32.21,8.78,61.86
1851,C-323085,5209,ND,-97.182,46.0954,Herbaceous Upland,1.26,1.26,1343.80,23.15,48.40,72.69
1852,C-319699,5211,CO,-104.3803,40.5239,Herbaceous Upland,1.65,1.65,1431.98,20.97,56.77,76.25
1853,C-357387,5212,TX,-99.1627,26.9919,Herbaceous Upland,0.92,0.70,1398.36,31.11,46.36,75.98
1854,C-355950,5215,CA,-123.7328,40.2901,Forested Upland,3.58,3.58,1342.25,18.53,37.25,58.69
1855,C-326048,5216,FL,-87.4227,30.795,Developed,0.44,0.44,1504.82,13.93,67.59,50.66
1856,C-310035,5224,KS,-96.925,37.6505,Planted/Cultivated,2.29,2.29,1437.01,41.13,14.48,66.00
1857,C-300038,5225,ME,-68.7938,44.6201,Planted/Cultivated,5.12,5.12,1232.01,11.00,35.53,54.58
1858,C-319676,5227,CO,-102.224,37.7322,Planted/Cultivated,1.37,0.90,1342.77,36.98,13.54,77.45
1859,C-350911,5228,NC,-81.6588,35.5139,Forested Upland,41.70,41.70,1397.18,41.32,36.68,53.00
1860,C-335477,5230,MT,-108.3739,46.8199,Herbaceous Upland,0.87,0.87,1447.42,41.45,23.53,77.72
1861,C-320357,5231,NV,-115.0809,35.6279,Shrubland,0.41,0.41,1422.62,19.79,59.59,82.00
1862,C-354803,5237,MI,-86.8739,46.2349,Forested Upland,2.84,2.84,1407.33,6.73,74.32,59.94
1863,C-314131,5240,LA,-91.7148,30.5356,Forested Upland,1.21,1.21,1361.95,58.64,6.27,54.60
1864,C-334817,5243,ID,-112.2746,43.3364,Shrubland,2.34,0.50,1207.22,17.89,24.27,81.00
1865,C-341241,5244,PA,-78.415,40.7378,Forested Upland,2.50,2.50,1439.24,17.58,37.27,48.50
1866,C-335436,5246,MT,-104.6358,48.7929,Planted/Cultivated,1.67,1.30,1289.79,28.85,34.20,75.72
1867,C-359121,5247,TX,-102.7465,32.557,Barren,0.57,0.57,1510.95,16.19,68.02,77.00
1868,C-354804,5249,MI,-84.2358,44.1889,Planted/Cultivated,1.11,1.11,1451.19,31.62,34.29,65.88
1869,C-359122,5252,TX,-104.2799,30.1923,Herbaceous Upland,1.18,1.18,1213.91,42.98,31.45,77.38
1870,C-311147,5256,MO,-92.2735,37.9503,Developed,3.08,3.08,1395.26,25.49,16.89,55.00
1871,C-312487,5260,AR,-92.4271,34.2266,Herbaceous Upland,0.87,0.87,1540.29,13.94,24.38,49.00
1872,C-334818,5263,ID,-113.4439,42.8095,Shrubland,0.79,0.79,1317.72,24.12,28.29,80.12
1873,C-354805,5264,MI,-86.4197,43.7436,Forested Upland,2.98,2.98,1468.25,2.46,92.72,50.00
1874,C-325788,5268,NM,-108.5556,34.8667,Herbaceous Upland,0.67,0.67,1398.60,37.33,27.74,78.03
1875,C-309928,5272,KS,-95.4841,39.1405,Herbaceous Upland,3.00,2.80,1373.52,35.15,9.80,64.81
1876,C-338793,5273,ND,-97.554,47.871,Planted/Cultivated,1.59,1.59,1332.64,18.49,41.12,76.96
1877,C-313300,5275,UT,-111.2305,37.5263,Shrubland,0.29,0.29,1356.47,13.31,74.60,81.31
1878,C-357388,5276,TX,-96.4798,28.6884,Planted/Cultivated,1.30,1.30,1424.35,40.27,24.39,70.23
1879,C-320499,5279,NV,-119.0605,39.2738,Shrubland,0.25,0.25,1230.63,37.42,13.95,86.26
1880,C-328009,5280,GA,-81.5207,32.6338,Developed,0.84,0.84,1629.53,14.65,76.34,51.00
1881,C-300443,5281,NY,-75.0213,43.2543,Forested Upland,1.55,1.00,1122.82,9.30,46.30,53.97
1882,C-338265,5288,MN,-92.9861,43.9139,Planted/Cultivated,3.41,3.41,1381.35,26.80,20.97,58.35
1883,C-319594,5291,CO,-102.3105,39.8047,Herbaceous Upland,0.90,0.90,1316.45,18.73,47.62,78.00
1884,C-350400,5292,KY,-85.1837,38.0201,Planted/Cultivated,3.05,3.05,1414.78,37.62,7.23,54.52
1885,C-335437,5294,MT,-111.6677,48.146,Herbaceous Upland,0.72,0.72,1364.19,36.09,20.36,77.50
1886,C-343404,5295,AZ,-114.0204,35.7384,Shrubland,1.04,0.40,1330.53,9.01,64.31,83.00
1887,C-357389,5304,TX,-98.0996,30.9028,Planted/Cultivated,7.48,1.20,1444.78,26.83,30.96,74.13
1888,C-318499,5307,WY,-107.5977,42.5849,Shrubland,0.32,0.32,1438.04,27.19,37.79,77.59
1889,C-350669,5308,VA,-77.6883,38.88,Forested Upland,17.50,17.50,1394.94,22.64,31.73,52.37
1890,C-322843,5310,ND,-102.2656,46.945,Herbaceous Upland,1.63,1.63,1339.48,24.09,25.51,74.00
1891,C-359123,5316,TX,-101.7321,30.449,Herbaceous Upland,9.34,5.00,1286.11,31.62,32.47,80.00
1892,C-340778,5320,SD,-97.8808,43.3403,Planted/Cultivated,1.71,1.71,1373.67,35.17,21.24,72.99
1893,C-338658,5323,SD,-101.0425,44.6176,Planted/Cultivated,1.88,1.60,1334.47,54.23,12.27,74.75
1894,C-314241,5324,MS,-89.3952,31.1637,Herbaceous Upland,1.07,1.07,1485.09,18.81,44.12,50.85
1895,C-334819,5326,ID,-116.3996,45.3509,Herbaceous Upland,3.60,3.40,1215.82,18.85,35.01,71.66
1896,C-355951,5327,CA,-118.6544,37.8276,Shrubland,0.29,0.29,1277.41,10.16,70.61,71.89
1897,C-328937,5328,AL,-87.0215,34.3654,Planted/Cultivated,0.79,0.79,1482.18,36.77,16.96,55.00
1898,C-351836,5332,AZ,-109.8947,34.7906,Herbaceous Upland,0.36,0.10,1416.53,28.46,53.80,84.00
1899,C-310125,5336,KS,-99.0267,39.713,Planted/Cultivated,7.32,0.30,1367.06,29.00,13.76,72.74
1900,C-338266,5337,MN,-95.597,46.6054,Herbaceous Upland,0.95,0.90,1502.12,5.63,83.03,69.97
